Ti,Fe,Al,V,Zr,Cr,Sn ,Nb,H ,N,O,C,Mo,Si,Microstructure,Temperature (K),Strain Rate,Strain,Flow Stress
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.224,-0.209,-0.3136,198
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.224,-0.209,-0.2702,234
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.224,-0.209,-0.2268,238
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.224,-0.209,-0.1833,237
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.224,-0.209,-0.1399,231
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.224,-0.209,-0.0964,227
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.224,-0.209,-0.0530,222
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.224,-0.209,-0.0096,215
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.224,-0.209,0.0339,206
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.224,-0.209,0.0773,196
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.224,-0.209,0.1208,191
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.224,-0.209,0.1642,183
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.224,-0.209,0.2076,177
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.224,-0.209,0.2511,171
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.224,-0.209,0.2945,164
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.224,-0.209,0.3380,158
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.224,-0.209,0.3814,150
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.224,-0.209,0.4248,144
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.119,-0.209,-0.3136,124
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.119,-0.209,-0.2702,131
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.119,-0.209,-0.2268,137
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.119,-0.209,-0.1833,141
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.119,-0.209,-0.1399,140
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.119,-0.209,-0.0964,135
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.119,-0.209,-0.0530,129
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.119,-0.209,-0.0096,126
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.119,-0.209,0.0339,121
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.119,-0.209,0.0773,117
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.119,-0.209,0.1208,116
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.119,-0.209,0.1642,111
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.119,-0.209,0.2076,107
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.119,-0.209,0.2511,102
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.119,-0.209,0.2945,96
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.119,-0.209,0.3380,90
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.119,-0.209,0.3814,86
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.119,-0.209,0.4248,82
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.015,-0.209,-0.3136,63
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.015,-0.209,-0.2702,65
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.015,-0.209,-0.2268,64
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.015,-0.209,-0.1833,66
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.015,-0.209,-0.1399,65
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.015,-0.209,-0.0964,66
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.015,-0.209,-0.0530,66
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.015,-0.209,-0.0096,64
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.015,-0.209,0.0339,63
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.015,-0.209,0.0773,62
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.015,-0.209,0.1208,61
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.015,-0.209,0.1642,59
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.015,-0.209,0.2076,58
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.015,-0.209,0.2511,57
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.015,-0.209,0.2945,57
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.015,-0.209,0.3380,55
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.015,-0.209,0.3814,55
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.015,-0.209,0.4248,55
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.089,-0.209,-0.3136,35
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.089,-0.209,-0.2702,38
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.089,-0.209,-0.2268,39
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.089,-0.209,-0.1833,39
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.089,-0.209,-0.1399,39
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.089,-0.209,-0.0964,38
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.089,-0.209,-0.0530,37
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.089,-0.209,-0.0096,36
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.089,-0.209,0.0339,36
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.089,-0.209,0.0773,36
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.089,-0.209,0.1208,34
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.089,-0.209,0.1642,34
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.089,-0.209,0.2076,34
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.089,-0.209,0.2511,33
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.089,-0.209,0.2945,32
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.089,-0.209,0.3380,31
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.089,-0.209,0.3814,31
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.089,-0.209,0.4248,30
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.193,-0.209,-0.3136,22
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.193,-0.209,-0.2702,22
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.193,-0.209,-0.2268,22
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.193,-0.209,-0.1833,21
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.193,-0.209,-0.1399,21
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.193,-0.209,-0.0964,21
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.193,-0.209,-0.0530,21
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.193,-0.209,-0.0096,20
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.193,-0.209,0.0339,19
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.193,-0.209,0.0773,20
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.193,-0.209,0.1208,20
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.193,-0.209,0.1642,20
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.193,-0.209,0.2076,20
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.193,-0.209,0.2511,19
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.193,-0.209,0.2945,19
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.193,-0.209,0.3380,20
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.193,-0.209,0.3814,18
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.193,-0.209,0.4248,17
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.297,-0.209,-0.3136,13
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.297,-0.209,-0.2702,13
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.297,-0.209,-0.2268,15
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.297,-0.209,-0.1833,15
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.297,-0.209,-0.1399,15
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.297,-0.209,-0.0964,14
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.297,-0.209,-0.0530,14
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.297,-0.209,-0.0096,13
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.297,-0.209,0.0339,13
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.297,-0.209,0.0773,13
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.297,-0.209,0.1208,13
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.297,-0.209,0.1642,13
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.297,-0.209,0.2076,13
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.297,-0.209,0.2511,13
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.297,-0.209,0.2945,13
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.297,-0.209,0.3380,12
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.297,-0.209,0.3814,12
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.297,-0.209,0.4248,12
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.224,-0.021,-0.3136,246
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.224,-0.021,-0.2702,303
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.224,-0.021,-0.2268,322
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.224,-0.021,-0.1833,326
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.224,-0.021,-0.1399,325
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.224,-0.021,-0.0964,320
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.224,-0.021,-0.0530,314
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.224,-0.021,-0.0096,307
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.224,-0.021,0.0339,300
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.224,-0.021,0.0773,292
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.224,-0.021,0.1208,284
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.224,-0.021,0.1642,278
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.224,-0.021,0.2076,270
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.224,-0.021,0.2511,263
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.224,-0.021,0.2945,257
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.224,-0.021,0.3380,249
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.224,-0.021,0.3814,243
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.224,-0.021,0.4248,237
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.119,-0.021,-0.3136,181
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.119,-0.021,-0.2702,222
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.119,-0.021,-0.2268,225
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.119,-0.021,-0.1833,223
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.119,-0.021,-0.1399,219
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.119,-0.021,-0.0964,215
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.119,-0.021,-0.0530,209
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.119,-0.021,-0.0096,201
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.119,-0.021,0.0339,193
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.119,-0.021,0.0773,187
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.119,-0.021,0.1208,180
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.119,-0.021,0.1642,173
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.119,-0.021,0.2076,168
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.119,-0.021,0.2511,162
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.119,-0.021,0.2945,157
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.119,-0.021,0.3380,151
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.119,-0.021,0.3814,147
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.119,-0.021,0.4248,143
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.119,-0.021,-0.3136,72
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.119,-0.021,-0.2702,74
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.119,-0.021,-0.2268,74
