Ti,Fe,Al,V,Zr,Cr,Sn ,Nb,H ,N,O,C,Mo,Si,Microstructure,Temperature (K),Strain Rate,Strain,Flow Stress
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.131,-0.021,-0.1833,37
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.131,-0.021,-0.1399,36
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.131,-0.021,-0.0964,35
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.131,-0.021,-0.0530,33
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.131,-0.021,-0.0096,32
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.131,-0.021,0.0339,31
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.131,-0.021,0.0773,30
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.131,-0.021,0.1208,30
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.131,-0.021,0.1642,29
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.131,-0.021,0.2076,29
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.131,-0.021,0.2511,29
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.131,-0.021,0.2945,29
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.131,-0.209,-0.3136,24
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.131,-0.209,-0.2702,23
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.131,-0.209,-0.2268,23
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.131,-0.209,-0.1833,22
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.131,-0.209,-0.1399,22
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.131,-0.209,-0.0964,21
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.131,-0.209,-0.0530,21
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.131,-0.209,-0.0096,20
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.131,-0.209,0.0339,20
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.131,-0.209,0.0773,20
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.131,-0.209,0.1208,19
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.131,-0.209,0.1642,20
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.131,-0.209,0.2076,20
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.131,-0.209,0.2511,20
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.131,-0.209,0.2945,20
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.131,-0.398,-0.3136,10
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.131,-0.398,-0.2702,10
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.131,-0.398,-0.2268,10
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.131,-0.398,-0.1833,10
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.131,-0.398,-0.1399,9
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.131,-0.398,-0.0964,9
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.131,-0.398,-0.0530,8
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.131,-0.398,-0.0096,8
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.131,-0.398,0.0339,8
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.131,-0.398,0.0773,8
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.131,-0.398,0.1208,8
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.131,-0.398,0.1642,8
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.131,-0.398,0.2076,8
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.131,-0.398,0.2511,8
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.131,-0.398,0.2945,8
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.214,0.357,-0.3136,65
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.214,0.357,-0.2702,69
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.214,0.357,-0.2268,70
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.214,0.357,-0.1833,70
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.214,0.357,-0.1399,69
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.214,0.357,-0.0964,68
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.214,0.357,-0.0530,66
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.214,0.357,-0.0096,65
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.214,0.357,0.0339,64
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.214,0.357,0.0773,64
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.214,0.357,0.1208,62
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.214,0.357,0.1642,62
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.214,0.357,0.2076,62
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.214,0.357,0.2511,61
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.214,0.357,0.2945,61
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.214,0.168,-0.3136,46
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.214,0.168,-0.2702,48
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.214,0.168,-0.2268,48
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.214,0.168,-0.1833,48
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.214,0.168,-0.1399,48
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.214,0.168,-0.0964,46
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.214,0.168,-0.0530,45
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.214,0.168,-0.0096,44
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.214,0.168,0.0339,43
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.214,0.168,0.0773,43
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.214,0.168,0.1208,42
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.214,0.168,0.1642,42
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.214,0.168,0.2076,41
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.214,0.168,0.2511,41
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.214,0.168,0.2945,41
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.214,-0.021,-0.3136,30
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.214,-0.021,-0.2702,32
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.214,-0.021,-0.2268,32
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.214,-0.021,-0.1833,31
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.214,-0.021,-0.1399,30
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.214,-0.021,-0.0964,29
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.214,-0.021,-0.0530,28
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.214,-0.021,-0.0096,27
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.214,-0.021,0.0339,26
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.214,-0.021,0.0773,26
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.214,-0.021,0.1208,26
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.214,-0.021,0.1642,25
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.214,-0.021,0.2076,25
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.214,-0.021,0.2511,25
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.214,-0.021,0.2945,25
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.214,-0.209,-0.3136,16
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.214,-0.209,-0.2702,17
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.214,-0.209,-0.2268,17
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.214,-0.209,-0.1833,18
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.214,-0.209,-0.1399,17
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.214,-0.209,-0.0964,17
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.214,-0.209,-0.0530,16
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.214,-0.209,-0.0096,15
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.214,-0.209,0.0339,15
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.214,-0.209,0.0773,14
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.214,-0.209,0.1208,14
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.214,-0.209,0.1642,14
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.214,-0.209,0.2076,14
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.214,-0.209,0.2511,14
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.214,-0.209,0.2945,14
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.214,-0.398,-0.3136,8
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.214,-0.398,-0.2702,7
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.214,-0.398,-0.2268,7
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.214,-0.398,-0.1833,7
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.214,-0.398,-0.1399,8
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.214,-0.398,-0.0964,8
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.214,-0.398,-0.0530,8
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.214,-0.398,-0.0096,8
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.214,-0.398,0.0339,8
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.214,-0.398,0.0773,8
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.214,-0.398,0.1208,8
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.214,-0.398,0.1642,8
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.214,-0.398,0.2076,8
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.214,-0.398,0.2511,8
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.214,-0.398,0.2945,8
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.256,0.357,-0.3136,63
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.256,0.357,-0.2702,67
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.256,0.357,-0.2268,68
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.256,0.357,-0.1833,68
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.256,0.357,-0.1399,66
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.256,0.357,-0.0964,65
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.256,0.357,-0.0530,64
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.256,0.357,-0.0096,63
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.256,0.357,0.0339,62
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.256,0.357,0.0773,61
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.256,0.357,0.1208,60
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.256,0.357,0.1642,59
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.256,0.357,0.2076,59
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.256,0.357,0.2511,58
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.256,0.357,0.2945,58
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.256,0.168,-0.3136,44
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.256,0.168,-0.2702,48
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.256,0.168,-0.2268,48
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.256,0.168,-0.1833,48
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.256,0.168,-0.1399,48
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.256,0.168,-0.0964,47
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.256,0.168,-0.0530,46
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.256,0.168,-0.0096,45
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.256,0.168,0.0339,44
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.256,0.168,0.0773,43
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.256,0.168,0.1208,43
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.256,0.168,0.1642,42
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.256,0.168,0.2076,42
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.256,0.168,0.2511,42
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.256,0.168,0.2945,42
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.256,-0.021,-0.3136,29
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.256,-0.021,-0.2702,30
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.256,-0.021,-0.2268,30
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.256,-0.021,-0.1833,30
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.256,-0.021,-0.1399,30
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.256,-0.021,-0.0964,29
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.256,-0.021,-0.0530,28
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.256,-0.021,-0.0096,27
0.133,-0.135,0.067,0.001,-0.223,-0.123,-0.1420,-0.0304,0.9444,0.240,0.436,0.1714,-0.199,-0.0860,-0.069,0.256,-0.021,0.0339,26
